1,B2094452D468A7F9459F,金港新城,湖北省黄石市314省道,114.742609,30.177646,219,0714,42,19 219,其他,8008642028101000000,保安镇,大冶市,0,0,0,0,1323
2,B2094652D768A6F9479C,海欣大酒店,,114.7424,30.17407,217,0714,None,19 217,旅馆招待所,8008642028101000000,保安镇,大冶市,26,30,10,0,1537
3,B2094452D76EA3F5469F,仁济门诊,湖北省黄石市314省道,114.7426953125,30.173752983941,45,0714,42,44 45,产业园区,8008642028101000000,保安镇,大冶市,1,1,0,0,1536
4,B2094451D569A2FA469C,保安,湖北省黄石市314省道,114.74263102214,30.173874511719,170,0714,42,169 170,KTV,8008642028101000000,保安镇,大冶市,1,1,0,0,1533
5,B2094652D768A6FB469F,中国移动通信(海欣大酒店南),,114.7424,30.17399,263,0714,None,258 263,公司,8008642028101000000,保安镇,大冶市,10,10,5,0,1543
6,B2094451DA6BA4FA4993,仁济门诊,湖北省黄石市大冶市保安镇政府路,114.74280192057,30.173755425347,627,0714,42,601 627,一般地点标志,8008642028101000000,保安镇,大冶市,1,1,0,0,1528
7,B2094451D46BA6F8419D,三元阁广场,湖北省黄石市314省道,114.740311,30.175889,195,0714,42,194 195,游乐场,8008642028101000000,保安镇,大冶市,1,1,1,0,1605
8,B2094451DA69A6FC459F,保安镇,None,114.743761,30.171344,683,0714,None,601 683,商圈,8008642028101000000,保安镇,大冶市,0,0,0,0,1643
9,B2094652D768A6F9469E,新天地购物广场,,114.74069,30.17189,119,0714,None,115 119,商场,8008642028101000000,保安镇,大冶市,90,153,78,0,1816
10,B2094753D564A0FE4198,保安,湖北省 黄石市 湖北省大冶市保安镇,114.7387,30.173561,500,0714,42,500,未知分类,8008642028101000000,保安镇,大冶市,102,205,106,0,1865
11,B2094452D06BA1F9439B,新世纪,湖北省黄石市314省道,114.74072753906,30.169669053819,265,0714,42,258 265,知名企业,8008642028101000000,保安镇,大冶市,1,1,0,0,1980
12,B2094451D66EA1F9409F,距离再近一点,湖北省黄石市314省道,114.74177815755,30.1690625,627,0714,42,601 627,一般地点标志,8008642028101000000,保安镇,大冶市,1,1,1,0,1959
13,B2094451D568A1FC409D,保安三中,湖北省黄石市314省道,114.741015625,30.168109266493,116,0714,42,115 116,特色商业街,8008642028101000000,保安镇,大冶市,0,0,0,0,2088
14,B2094452D36FA0F54692,浅草寺,湖北省黄石市314省道,114.73836697049,30.171017523872,195,0714,42,194 195,游乐场,8008642028101000000,保安镇,大冶市,0,0,0,0,2052
15,B2094452D664ABFB4198,大冶三中几层几,湖北省黄石市314省道,114.73892930773,30.169389919705,627,0714,42,601 627,一般地点标志,8008642028101000000,保安镇,大冶市,0,0,0,0,2126
16,B2094451D76AA2FB429D,晏家湾,湖北省黄石市314省道,114.77098741319,30.196402723524,627,0714,42,601 627,一般地点标志,8008642028101000000,保安镇,大冶市,1,1,1,0,2184
17,B2094452D664ABFA499B,大冶三中,湖北省黄石市314省道,114.73892930773,30.169389919705,627,0714,42,601 627,一般地点标志,8008642028101000000,保安镇,大冶市,0,0,0,0,2126
